Company_Name,Coding,Year,ESG Score,Return on Equity,Return on Asset,Earning Per Share,Price/Sales Per Share Ratio,Earning before Interest & Taxes,DIVIDEND_YIELD
MCCORMICK & COMPANY NV.,98,2011,48.91,24.49,10.92,1.395,1.83,0.5461,2.44
MCCORMICK & COMPANY NV.,98,2012,53.04,24.83,10.82,1.52,2.13,0.5854,2.42
MCCORMICK & COMPANY NV.,98,2013,57.34,21.52,9.83,1.455,2.23,0.5527,2.08
MCCORMICK & COMPANY NV.,98,2014,56.71,23.51,10.68,1.671,2.29,0.6091,2.12
MCCORMICK & COMPANY NV.,98,2015,53.23,23.2,9.85,1.555,2.57,0.5546,2.17
MCCORMICK & COMPANY NV.,98,2016,65.01,28.65,11.19,1.845,2.71,0.6468,2.02
MCCORMICK & COMPANY NV.,98,2017,63.65,22.81,7.19,1.859,2.71,0.6914,2.06
MCCORMICK & COMPANY NV.,98,2018,69.49,32.57,10.36,2.372,3.43,0.9158,2.06
MCCORMICK & COMPANY NV.,98,2019,70.88,21.25,8.08,2.614,4.26,0.9844,1.64
MCCORMICK & COMPANY NV.,98,2020,67.7,20.28,7.61,2.777,4.59,1.0171,1.49
OMNICOM GROUP,99,2008,47.56,26.27,5.92,3.17,0.64,1.7397,1.34
OMNICOM GROUP,99,2009,47.24,20.31,4.91,2.53,1.04,1.3964,2.32
OMNICOM GROUP,99,2010,43.04,21.08,4.85,2.7,1.11,1.4851,1.57
OMNICOM GROUP,99,2011,42.7,26.59,5.22,3.33,0.91,1.7071,1.78
OMNICOM GROUP,99,2012,39.39,28.02,5.12,3.61,0.95,1.8393,2.15
OMNICOM GROUP,99,2013,43.96,27.43,4.95,3.71,1.33,1.8581,2.28
OMNICOM GROUP,99,2014,39.27,34.33,5.59,4.24,1.29,1.9872,2.16
OMNICOM GROUP,99,2015,55.32,41.26,5.57,4.461,1.23,1.9597,2.68
OMNICOM GROUP,99,2016,46.72,49.5,5.65,4.775,1.32,2.0515,2.83
OMNICOM GROUP,99,2017,54.3,45.5,5.1,5.103,1.12,2.099,2.58
OMNICOM GROUP,99,2018,58.96,51.39,6.03,5.954,1.09,2.1355,3.16
OMNICOM GROUP,99,2019,66.87,49.59,5.83,6.066,1.2,2.1394,3.17
OMNICOM GROUP,99,2020,67.53,31.84,4,4.373,1.02,1.5889,3.27
PERKINELMER,100,2008,33.34,8.04,4.87,1.08,0.85,0.172583,1.09
PERKINELMER,100,2009,47.66,5.36,3.23,0.75,1.32,0.147833,2.05
PERKINELMER,100,2010,48.98,21.6,12.58,3.25,1.79,0.177875,1.29
PERKINELMER,100,2011,58.04,0.41,0.67,0.01,1.19,0.089137,1.1
PERKINELMER,100,2012,50.74,3.7,2.57,0.6,1.72,0.096374,1.25
PERKINELMER,100,2013,48.8,8.5,5.09,1.473,2.16,0.201446,0.82
PERKINELMER,100,2014,45.47,7.82,4.49,1.387,2.22,0.205873,0.65
PERKINELMER,100,2015,57.45,10.23,5.72,1.875,2.68,0.282012,0.65
PERKINELMER,100,2016,64.15,10.99,6.19,2.124,2.72,0.285596,0.58
PERKINELMER,100,2017,64.68,12.57,6.2,3.601,3.59,0.340658,0.52
PERKINELMER,100,2018,57.73,9.35,4.82,2.115,3.15,0.324659,0.35
PERKINELMER,100,2019,57.74,8.43,4.44,2.08,3.73,0.300769,0.34
PERKINELMER,100,2020,75.67,22.23,10.58,6.494,4.25,0.956076,0.28
